CODIGO,DESCRIPCION,F.COMPRA,P.COMPRA,DEPRE.ACU,V.ACTUAL,Meses.Deprec,Deprec.Mensual,CuotaxDeprec
4684,'VENTILADOR 36"','01/07/2011','4.000.00','2.133.12','1.866.88',60,'66.67',28
4685,'VENTILADOR 36"','01/07/2011','4.000.00','2.133.12','1.866.88',60,'66.67',28
4812,'TESTER LUMILUZ TS-','24/08/2011','89.46','46.19','43.27',60,'1.49',29
5226,'EXTINTORES DE 10LB','01/04/2012','390.00','149.50','240.50',60,'6.50',37
5242,'EXTINTORES DE 10LB','01/04/2012','390.00','149.50','240.50',60,'6.50',37
5794,'EXTINTOR P.Q.S 10"','01/01/2013','460.00','107.24','352.76',60,'7.67',46
5795,'EXTINTOR P.Q.S 10"','01/01/2013','460.00','107.24','352.76',60,'7.67',46
5796,'EXTINTOR P.Q.S 10"','01/01/2013','460.00','107.24','352.76',60,'7.67',46
5797,'EXTINTOR P.Q.S 10"','01/01/2013','460.00','107.24','352.76',60,'7.67',46
5798,'EXTINTOR P.Q.S 10"','01/01/2013','460.00','107.24','352.76',60,'7.67',46
5862,'HIDROJET 1500 WATT','22/05/2013','3.469.00','578.10','2.890.90',60,'57.82',50
591003,'EXTINTOR 10" CO2','01/10/1999','50.00','50.00','0.00',60,'0.83',''
5498,'TECLADO GENIUS NEG','16/05/2012','0.00','0.00','0.00',,,
5499,'MOUSE GENIUS NEGRO','16/05/2012','0.00','0.00','0.00',,,
779,'REGULADOR DE VOLTA','04/12/2003','350.35','350.35','0.00',36,'9.73',''
1078,'RADIO REPRODUCTOR','30/03/2005','0.00','0.00','0.00',36,'0.00',''
1131,'CPU INTEL PENTIUM','31/05/2005','812.96','812.95','0.01',36,'22.58',0
1211,'CPU INTEL PENTIUM','22/07/2005','1.041.30','1.041.27','0.03',36,'28.93',0
1214,'MOUSE GENIUS OPTIC','22/07/2005','19.13','18.59','0.54',36,'0.53',1
1216,'TECLADO OMEGA MULT','22/07/2005','19.57','19.00','0.57',36,'0.54',1
1374,'TECLADO GENIUS','10/03/2006','16.23','15.32','0.91',36,'0.45',2
1388,'MONITOR HYUNDAI','10/03/2006','0.00','0.00','0.00',36,'0.00',''
1561,'IMP.EPSON FX-890','26/07/2006','835.61','835.59','0.02',36,'23.21',0
1562,'MONITOR SVGA 15" B','26/07/2006','212.28','212.15','0.13',36,'5.90',0
1701,'MONITOR 17" NEGRO','19/01/2007','289.47','289.45','0.02',36,'8.04',0
1791,'MONITOR 17" DIGITA','30/04/2007','387.39','387.37','0.02',36,'10.76',0
1902,'CPU NEGRO Y GRIS','30/06/2007','813.00','812.90','0.10',36,'22.58',0
1905,'REGULADOR DE VOLTA','30/06/2007','46.90','46.82','0.08',36,'1.30',0
1906,'IMP.HP D2360 20PPM','30/06/2007','175.00','174.97','0.03',36,'4.86',0
1907,'MONITOR AOC CRT 17','30/06/2007','375.00','374.80','0.20',36,'10.42',0
2008,'CPU PROCESADOR INT','27/08/2007','782.00','781.93','0.07',36,'21.72',0
2223,'IMP.TICKES EPSON','17/12/2007','1.137.62','1.137.60','0.02',36,'31.60',0
2402,'TECLADO PS2 GENIUS','22/04/2008','38.00','30.45','7.55',36,'1.06',7
2417,'IMP.EPSON LX-300','30/04/2008','1.000.00','0.00','1.000.00',36,'27.78',36
2426,'EQUIPO TREO 680','12/05/2008','1.00','0.00','1.00',36,'0.03',36
2437,'IMP.EPSON FX890','12/05/2008','2.089.00','1.682.58','406.42',36,'58.03',7
2699,'SCANNER BENQ DPI U','09/09/2008','345.00','344.88','0.12',36,'9.58',0
2704,'CPU INTEL 430 1.80','12/09/2008','1.020.00','1.019.88','0.12',36,'28.33',0
2713,'REG.D VOLTAJE 1200','07/10/2008','83.00','82.80','0.20',36,'2.31',0
2784,'MOUSE GENIUS PS2','10/11/2008','31.00','30.10','0.90',36,'0.86',1
2844,'TECLADO GENIUS','09/12/2008','46.00','45.72','0.28',36,'1.28',0
2867,'CALC.CASIO DR120TM','08/01/2009','322.00','321.84','0.16',36,'8.94',0
2940,'COPIADORA CANON','11/03/2009','2.812.00','2.265.19','546.81',36,'78.11',7
2994,'DATA SWITCH 2 PUER','01/04/2009','44.00','37.82','6.18',36,'1.22',5
3016,'CALCULADORA 16 DIG','01/05/2009','1.00','0.00','1.00',36,'0.03',36
3035,'CALC.CANON 14 DIG.','12/05/2009','282.50','282.24','0.26',36,'7.85',0
3036,'CALC.CANON 14 DIG.','12/05/2009','282.50','282.24','0.26',36,'7.85',0
3037,'CALC.CANON 14 DIG.','12/05/2009','282.50','282.24','0.26',36,'7.85',0
3038,'CALC.CANON 14 DIG.','12/05/2009','282.50','282.24','0.26',36,'7.85',0
3198,'CAMARA DIG.+MEMO.2','01/12/2009','1.00','0.00','1.00',36,'0.03',36
3280,'SWITCH 24 PTOS.10/','01/12/2009','669.64','539.40','130.24',36,'18.60',7
3417,'REG.RLS VOLT.2000V','05/04/2010','730.77','588.41','142.36',36,'20.30',7
3420,'POWER HOUSE PHP-15','13/04/2010','3.340.65','2.690.91','649.74',36,'92.80',7
3461,'MOUSE GENIUS PS2','01/05/2010','50.00','40.02','9.98',36,'1.39',7
3534,'MOUSE NEGRO PS2 40','14/05/2010','50.00','0.00','50.00',36,'1.39',36
3538,'CONTROL DE ACCESO','21/05/2010','2.312.50','1.862.67','449.83',36,'64.24',7
3640,'MOUSE PS2 GOLDEN A','01/07/2010','50.00','42.78','7.22',36,'1.39',5
3656,'CPU INTEL D/C.2.70','10/07/2010','2.183.03','1.758.27','424.76',36,'60.64',7
3680,'TECLADO OMEGA USB','10/07/2010','53.57','42.92','10.65',36,'1.49',7
3789,'IMP.HP DESKJET D16','01/08/2010','424.10','341.62','82.48',36,'11.78',7
4099,'SKY CONNEC.MINI OU','14/12/2010','2.900.00','2.335.95','564.05',36,'80.56',7
4100,'SUPRESOR SKYPILOT','14/12/2010','800.00','644.38','155.62',36,'22.22',7
4583,'SWITCH 8 PTOS.TECA','03/05/2011','98.21','95.20','3.01',36,'2.73',1
4592,'SWITCH 8 PTOS TP-L','01/06/2011','107.14','100.98','6.16',36,'2.98',2
4637,'REG.VOLTAJE CDP','13/06/2011','125.00','117.98','7.02',36,'3.47',2
4644,'IMP.CANON MP250 MU','30/06/2011','488.50','461.04','27.46',36,'13.57',2
4654,'MONITOR AOC LCD 18','30/06/2011','1.133.93','1.070.66','63.27',36,'31.50',2
4715,'CPU INTEL CORE 3.1','21/07/2011','3.832.15','3.406.08','426.07',36,'106.45',4
4891,'REG.VOLTAJ.CDP 100','01/09/2011','125.00','104.10','20.90',36,'3.47',6
4907,'DATA SWITCH MANUAL','13/09/2011','98.21','81.60','16.61',36,'2.73',6
4913,'CPU INT.D/C S775 3','26/09/2011','2.582.83','2.152.20','430.63',36,'71.75',6
4942,'MONITOR LCD 18.5"','27/09/2011','1.116.07','930.00','186.07',36,'31.00',6
4953,'TECLADO OMEGA','26/09/2011','1.00','0.02','0.98',36,'0.03',35
4957,'MOUSE OMEGA','26/09/2011','1.00','0.02','0.98',36,'0.03',35
4958,'IMP.EPSON FX-890','27/09/2011','4.292.00','3.576.60','715.40',36,'119.22',6
5061,'ROUTER INA.3ANT.TP','20/12/2011','491.00','368.01','122.99',36,'13.64',9
5084,'MONITOR LCD 18.5 S','13/02/2012','1.046.00','726.25','319.75',36,'29.06',11
5123,'RADIO MOTOROLA MR2','17/02/2012','527.00','365.75','161.25',36,'14.64',11
5124,'RADIO MOTOROLA MR2','17/02/2012','527.00','365.75','161.25',36,'14.64',11
5125,'RADIO MOTOROLA MR2','17/02/2012','527.00','365.75','161.25',36,'14.64',11
5126,'RADIO MOTOROLA MR2','17/02/2012','527.00','365.75','161.25',36,'14.64',11
5483,'IMP.HP.DESKJET 200','17/05/2012','371.00','226.60','144.40',36,'10.31',14
5484,'IMP.HP.DESKJET 200','17/05/2012','371.00','226.60','144.40',36,'10.31',14
5492,'CPU INT.CORE DUO I','16/05/2012','4.040.00','2.468.84','1.571.16',36,'112.22',14
5514,'CPU INT.DUAL CORE','29/05/2012','4.040.00','2.468.84','1.571.16',36,'112.22',14
5570,'UPS SMART 500VA 5T','01/06/2012','375.00','218.61','156.39',36,'10.42',15
5616,'IMP.EPSON FX-890','03/09/2012','4.799.00','2.399.40','2.399.60',36,'133.31',18
5618,'IMP.HP LASERJET 12','03/09/2012','2.670.00','1.334.88','1.335.12',36,'74.17',18
5793,'IMP.EPSON LX-300','29/01/2013','3.838.00','1.492.54','2.345.46',36,'106.61',22
5811,'VPN FIREWALL ZYXEL','07/03/2013','2.024.00','674.64','1.349.36',36,'56.22',24
311029,'CPU PENTIUM III','25/04/2000','1.250.00','1.250.00','0.00',36,'34.72',''
318002,'CPU PENTIUN INTEL','01/10/1996','465.00','465.00','0.00',36,'12.92',''
321002,'MONITOR AOC SPECTR','01/10/1999','120.00','120.00','0.00',36,'3.33',''
325006,'MONITOR PHILIPS 14','19/12/2000','81.22','81.22','0.00',36,'2.26',''
358001,'REGULADOR AVTEK','01/10/1998','18.00','18.00','0.00',36,'0.50',''
358002,'REGULADOR AVTEK','01/10/1998','18.00','18.00','0.00',36,'0.50',''
358006,'REGULADOR CARDINAL','12/11/2001','0.00','0.00','0.00',36,'0.00',''
388001,'FAX PANASONIC','01/10/1996','132.00','132.00','0.00',36,'3.67',''
428001,'CONECTOR PLANET','01/10/1996','80.00','80.00','0.00',36,'2.22',''
74,'TELEFONO SIEMENS','23/04/2003','0.00','0.00','0.00',120,'0.00',''
75,'EQUIPO COMUNICADOR','23/04/2003','0.00','0.00','0.00',120,'0.00',''
80,'ESCRITORIO COLOR B','23/04/2003','0.00','0.00','0.00',120,'0.00',''
92,'TERMO DE BEBIDAS','23/04/2003','0.00','0.00','0.00',120,'0.00',''
99,'CAJETIN DE LLAVES','23/04/2003','0.00','0.00','0.00',120,'0.00',''
897,'CAJA CHICA','13/07/2004','0.00','0.00','0.00',120,'0.00',''
1143,'SILLA VISITANTE','31/05/2005','77.59','69.96','7.63',120,'0.65',12
1144,'SILLA VISITANTE','31/05/2005','77.59','69.96','7.63',120,'0.65',12
1148,'SILLA VISITANTE','31/05/2005','77.59','69.96','7.63',120,'0.65',12
1674,'BOTIQUIN DE PRIMER','19/12/2006','0.00','0.00','0.00',120,'0.00',''
1675,'BOTIQUIN DE PRIMER','19/12/2006','0.00','0.00','0.00',120,'0.00',''
1677,'CUADRO HORARIO DE','19/12/2006','0.00','0.00','0.00',120,'0.00',''
1679,'SILLA BLANCA MANAP','19/12/2006','0.00','0.00','0.00',120,'0.00',''
1835,'VENTILADOR TAURUS','30/05/2007','94.60','66.36','28.24',120,'0.79',36
1872,'CUADRO DECORATIVO','16/06/2007','0.00','0.00','0.00',120,'0.00',''
1873,'RELOJ DECORATIVO','16/06/2007','0.00','0.00','0.00',120,'0.00',''
2721,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2722,'SILLA VISIT.NEGRO','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2723,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2725,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2726,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2727,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2728,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2729,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2730,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2732,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2743,'MESA DE CONFERENCI','10/10/2008','1.200.00','670.00','530.00',120,'10.00',53
2830,'MICROONDAS LG','01/12/2008','298.00','156.24','141.76',120,'2.48',57
2863,'TELEFONO RESIDENCI','08/12/2008','62.00','32.13','29.87',120,'0.52',58
2925,'LOKER 4 PUERTAS','01/03/2009','202.00','52.08','149.92',120,'1.68',89
2926,'LOKER 4 PUERTAS','01/03/2009','202.00','52.08','149.92',120,'1.68',89
2968,'ENFRIADOR D BOTELL','06/03/2009','688.00','166.17','521.83',120,'5.73',91
3003,'CAFETERA OSTER 329','02/04/2009','179.00','43.21','135.79',120,'1.49',91
3179,'MESA DE CONF.OVALA','04/11/2009','1.696.43','409.77','1.286.66',120,'14.14',91
3204,'CARTEL.CORCHO 40X6','01/12/2009','129.00','31.03','97.97',120,'1.08',91
3947,'TELEFONO SONAKY','01/10/2010','70.00','16.82','53.18',120,'0.58',91
3985,'ENFRIADOR DE AGUA','01/11/2010','875.00','225.99','649.01',120,'7.29',89
4173,'LAMPARA DE EMERGEN','01/02/2011','340.00','82.07','257.93',120,'2.83',91
4174,'LAMPARA DE EMERGEN','01/02/2011','340.00','82.07','257.93',120,'2.83',91
4293,'TELF.INALAMB.MOTOR','02/03/2011','254.46','65.72','188.74',120,'2.12',89
4294,'MESA CUADRADA FEST','14/03/2011','223.21','57.66','165.55',120,'1.86',89
4295,'BANQUETA APILABLE','14/03/2011','53.57','13.64','39.93',120,'0.45',89
4296,'BANQUETA APILABLE','14/03/2011','53.57','13.64','39.93',120,'0.45',89
4297,'BANQUETA APILABLE','14/03/2011','53.57','13.64','39.93',120,'0.45',89
4298,'BANQUETA APILABLE','14/03/2011','53.57','13.64','39.93',120,'0.45',89
4703,'ESCRIT.0.61X1.52 E','11/07/2011','1.422.00','379.20','1.042.80',120,'11.85',88
4704,'ESCRIT.0.61X1.52 E','11/07/2011','1.422.00','379.20','1.042.80',120,'11.85',88
4705,'ESCRIT.0.61X1.52 E','11/07/2011','1.422.00','379.20','1.042.80',120,'11.85',88
4706,'ESCRIT.0.61X1.52 E','11/07/2011','1.422.00','379.20','1.042.80',120,'11.85',88
4707,'ESCRIT.0.61X1.52 E','11/07/2011','1.422.00','379.20','1.042.80',120,'11.85',88
4708,'ESCRIT.0.61X1.52 E','11/07/2011','1.422.00','379.20','1.042.80',120,'11.85',88
4709,'ESCRIT.0.61X1.52 E','11/07/2011','1.422.00','379.20','1.042.80',120,'11.85',88
4710,'ESCRIT.0.61X1.52 E','11/07/2011','2.156.00','574.72','1.581.28',120,'17.97',88
4711,'ESCRIT.0.61X1.52 E','11/07/2011','2.156.00','574.72','1.581.28',120,'17.97',88
4712,'ESCRIT.0.61X1.52 E','11/07/2011','2.156.00','574.72','1.581.28',120,'17.97',88
4757,'ENFRIADOR DE AGA Y','03/08/2011','1.071.43','276.52','794.91',120,'8.93',89
4799,'A/A GENERAL P.1200','25/08/2011','2.812.50','1.452.97','1.359.53',120,'23.44',58
4805,'BANCO PLASTICO BLA','25/08/2011','53.57','13.64','39.93',120,'0.45',89
4806,'BANCO PLASTICO BLA','25/08/2011','53.57','13.64','39.93',120,'0.45',89
4807,'BANCO PLASTICO BLA','25/08/2011','53.57','13.64','39.93',120,'0.45',89
4808,'BANCO PLASTICO BLA','25/08/2011','53.57','13.64','39.93',120,'0.45',89
4809,'MESA FEST.CUADR.BL','25/08/2011','312.51','80.60','231.91',120,'2.60',89
4935,'TELF.INALAMBRICO','01/09/2011','311.61','77.70','233.91',120,'2.60',90
4937,'TELF.PREMI.TEL-295','05/09/2011','102.67','25.50','77.17',120,'0.86',90
4959,'SILLA PLASTICA','01/09/2011','93.00','23.10','69.90',120,'0.78',90
5013,'CAFETERA ELECTROLU','29/11/2011','554.00','129.08','424.92',120,'4.62',92
5014,'MICRO.ELECTROLUX','29/11/2011','1.054.00','245.84','808.16',120,'8.78',92
5515,'SILLA SEMI-EJE.PAR','24/05/2012','464.00','84.92','379.08',120,'3.87',98
5516,'SILLA SEMI-EJE.PAR','24/05/2012','464.00','84.92','379.08',120,'3.87',98
5517,'SILLA SEMI-EJE.PAR','24/05/2012','464.00','84.92','379.08',120,'3.87',98
5518,'SILLA SEMI-EJE.PAR','24/05/2012','464.00','84.92','379.08',120,'3.87',98
5519,'SILLA SEMI-EJE.PAR','24/05/2012','464.00','84.92','379.08',120,'3.87',98
5520,'SILLA PREC.CANAIMA','24/05/2012','1.232.00','225.72','1.006.28',120,'10.27',98
5609,'AIRE ACOND.18000 P','09/08/2012','3.170.00','501.79','2.668.21',120,'26.42',101
5810,'FILTRO DE AGU.KEYT','01/03/2013','2.588.00','258.72','2.329.28',120,'21.57',108
5876,'LAMPARA DE EMERGEN','01/07/2013','540.00','36.00','504.00',120,'4.50',112
5877,'LAMPARA DE EMERGEN','01/07/2013','540.00','36.00','504.00',120,'4.50',112
5936,'BIBLIOTECA 5 NIV/P','14/08/2013','1.597.00','93.10','1.503.90',120,'13.31',113
5937,'BIBLIOTECA 5 NIV/P','14/08/2013','1.597.00','93.10','1.503.90',120,'13.31',113
5944,'TELF.RESID.SENDTEL','20/08/2013','107.00','6.23','100.77',120,'0.89',113
6022,'TELF.PREMIER MESA','03/10/2013','295.00','12.25','282.75',120,'2.46',115
18006,'ESCRITORIO CON GAV','01/10/1989','60.00','60.00','0.00',120,'0.50',''
18008,'ESCRITORIO MADERA','01/10/1989','60.00','60.00','0.00',120,'0.50',''
28001,'SILLAS DE OFICINA','01/10/1989','33.00','33.00','0.00',120,'0.28',''
28002,'SILLAS DE OFICINA','01/10/1989','33.00','33.00','0.00',120,'0.28',''
28003,'SILLAS DE OFICINA','01/10/1989','33.00','33.00','0.00',120,'0.28',''
28009,'SILLAS DE OFICINA','01/10/1989','33.00','33.00','0.00',120,'0.28',''
58004,'ARCHIVADOR DE CUAT','01/10/1989','120.00','120.00','0.00',120,'1.00',''
78001,'MESA PARA IMPRESOR','01/10/1989','68.00','68.00','0.00',120,'0.57',''
78002,'MESA DE TRABAJO SI','01/10/1989','250.00','250.00','0.00',120,'2.08',''
78003,'MESAS DE TRABAJO S','01/10/1989','250.00','250.00','0.00',120,'2.08',''
88003,'NEVERA EJECUTIVA','24/05/1990','150.00','150.00','0.00',120,'1.25',''
98001,'ROUTER DE ENLACE','29/09/2001','1.440.50','1.440.50','0.00',120,'12.00',''
138001,'PIZARRA ACRILICA','01/10/1996','150.00','149.99','0.01',120,'1.25',0
138002,'PIZARRA ACRILICA 2','01/10/1996','150.00','149.99','0.01',120,'1.25',0
138003,'PIZARRA ACRILICA P','01/10/1996','70.00','69.99','0.01',120,'0.58',0
138004,'PIZARRA ACRILICA P','01/10/1996','70.00','69.99','0.01',120,'0.58',0
138005,'PIZARRAS ACRILICA','22/11/2001','701.00','700.92','0.08',120,'5.84',0
138006,'CARTELERA DE CORCH','27/04/2002','0.00','0.00','0.00',120,'0.00',''
148001,'CARTELERA 70 X 62','10/05/1995','30.00','30.00','0.00',120,'0.25',''
308001,'MUEBLE AEREO 6 ESP','09/06/2001','130.00','129.57','0.43',120,'1.08',0
88,'PESO 200KG','23/04/2003','0.00','0.00','0.00',60,'0.00',''
848,'LAMARA DE EMERGENC','29/03/2004','80.00','79.95','0.05',60,'1.33',0
849,'LAMARA DE EMERGENC','29/03/2004','80.00','79.95','0.05',60,'1.33',0
898,'EXTINTOR','13/07/2004','0.00','0.00','0.00',60,'0.00',''
900,'CERRUCHO MEDIANO','13/07/2004','0.00','0.00','0.00',60,'0.00',''
901,'PALANCA (PATA DE C','13/07/2004','0.00','0.00','0.00',60,'0.00',''
1025,'BASCULA COLGANTE P','10/01/2005','98.17','98.02','0.15',60,'1.64',0
1678,'EXTINTOR 10 LBS. C','19/12/2006','0.00','0.00','0.00',60,'0.00',''
1681,'EXTINTOR DE 10 LBS','19/12/2006','0.00','0.00','0.00',60,'0.00',''
1812,'BOMBA PERIFERICA P','18/05/2007','145.95','145.82','0.13',60,'2.43',0
2292,'MINI SPLIT 18000 B','28/01/2008','1.460.00','1.459.80','0.20',60,'24.33',0
2883,'AIRE/A 24000BTU SP','16/01/2009','2.367.00','1.144.05','1.222.95',60,'39.45',31
3180,'AIRE/A.SPLIT24000B','04/11/2009','3.017.85','1.458.41','1.559.44',60,'50.30',31
3264,'AIRE ACOND.GP-S182','01/01/2010','2.946.42','1.522.10','1.424.32',60,'49.11',29
3458,'A/A MINI SPLIT 180','22/04/2010','2.589.28','0.00','2.589.28',60,'43.15',60
3588,'CARRETILLA YALE 5X','19/05/2010','3.500.00','1.808.23','1.691.77',60,'58.33',29
4120,'EXTINTOR 10 LBS. P','01/01/2011','400.00','206.46','193.54',60,'6.67',29
4121,'EXTINTOR 10 LBS. P','01/01/2011','400.00','206.46','193.54',60,'6.67',29
4122,'EXTINTOR 10 LBS. P','01/01/2011','400.00','206.46','193.54',60,'6.67',29
4123,'EXTINTOR 10 LBS. P','01/01/2011','400.00','206.46','193.54',60,'6.67',29
4124,'EXTINTOR 10 LBS. P','01/01/2011','400.00','206.46','193.54',60,'6.67',29
4125,'EXTINTOR 10 LBS. P','01/01/2011','400.00','206.46','193.54',60,'6.67',29
4126,'EXTINTOR 10 LBS. P','01/01/2011','400.00','206.46','193.54',60,'6.67',29
4127,'EXTINTOR 10 LBS. P','01/01/2011','400.00','206.46','193.54',60,'6.67',29
4287,'CARRETILL.YALE 27X','21/03/2011','6.000.00','3.100.00','2.900.00',60,'100.00',29
4288,'CARRETILL.YALE 27X','21/03/2011','6.000.00','3.100.00','2.900.00',60,'100.00',29
4290,'CARRETILL.YALE 27X','21/03/2011','6.000.00','3.100.00','2.900.00',60,'100.00',29
4559,'PLANTA ELECTRIC.6K','06/05/2011','8.750.00','5.104.05','3.645.95',60,'145.83',25
4678,'VENTILADOR 36"','01/07/2011','4.000.00','2.133.12','1.866.88',60,'66.67',28
4679,'VENTILADOR 36"','01/07/2011','4.000.00','2.133.12','1.866.88',60,'66.67',28
4680,'VENTILADOR 36"','01/07/2011','4.000.00','2.133.12','1.866.88',60,'66.67',28
4681,'VENTILADOR 36"','01/07/2011','4.000.00','2.133.12','1.866.88',60,'66.67',28
5943,'HIDRO JET 16K RUN','15/08/2013','6.041.00','704.76','5.336.24',60,'100.68',53
568001,'CARRETILLA YALE HI','25/04/2003','690.00','690.00','0.00',60,'11.50',''
598001,'EXTINTOR MAP','01/10/1995','50.00','50.00','0.00',60,'0.83',''
598002,'EXTINTOR MAP','01/10/1995','50.00','50.00','0.00',60,'0.83',''
598003,'EXTINTOR MAP','01/10/1996','50.00','49.99','0.01',60,'0.83',0
598004,'EXTINTOR MAP','01/10/1995','50.00','50.00','0.00',60,'0.83',''
598005,'EXTINTOR AMEREX','01/10/1995','50.00','50.00','0.00',60,'0.83',''
598006,'EXTINTOR S/M','01/10/1995','50.00','50.00','0.00',60,'0.83',''
71,'CORNETAS  SAMYO','23/04/2004','0.00','0.00','0.00',36,'0.00',''
288,'MONITOR LG','30/04/2003','0.00','0.00','0.00',36,'0.00',''
730,'TECLADO GENIUS KB-','25/09/2003','14.66','14.65','0.01',36,'0.41',0
767,'MOUSE','12/11/2003','0.00','0.00','0.00',36,'0.00',''
890,'CPU PENTIUN IV','07/07/2004','1.001.15','1.001.15','0.00',36,'27.81',''
892,'REGULADOR DE VOLTA','07/07/2004','41.38','41.38','0.00',36,'1.15',''
894,'IMP.EPSON LX-300 9','07/07/2004','524.57','524.57','0.00',36,'14.57',''
1012,'MONITOR SVGA 17" S','21/12/2004','279.04','279.04','0.00',36,'7.75',''
1013,'REGULADOR DE VOLTA','21/12/2004','33.91','33.91','0.00',36,'0.94',''
1016,'C.P.U.AMD PENTIUM','21/12/2004','646.09','646.09','0.00',36,'17.95',''
1042,'MOUSE GENIUS SERIA','28/02/2005','10.05','9.49','0.56',36,'0.28',2
1081,'TELEFONO SIEMENS E','30/04/2005','44.44','44.42','0.02',36,'1.23',0
1083,'REGULADOR ENERGIZE','30/04/2005','44.35','44.34','0.01',36,'1.23',0
1278,'UPS 1000','18/11/2005','200.00','199.94','0.06',36,'5.56',0
1287,'CPU AMD SEMPRON','18/11/2005','636.58','636.55','0.03',36,'17.68',0
1293,'MODEM PLANET','21/11/2005','0.00','0.00','0.00',36,'0.00',''
1474,'TECLADO MULTI HOME','15/03/2006','13.15','12.35','0.80',36,'0.37',2
1503,'PROYECTOR EPSON PO','23/05/2006','2.543.86','2.543.81','0.05',36,'70.66',0
1512,'FAX OLIRETH PAPEL','06/06/2006','342.11','273.62','68.49',36,'9.50',7
1614,'IMP.EPSON FX-890 9','20/10/2006','832.46','832.37','0.09',36,'23.12',0
1739,'CASE ATX DIAMOND','28/02/2007','1.852.63','1.852.58','0.05',36,'51.46',0
1755,'TECLADO GENIUS','08/03/2007','0.00','0.00','0.00',36,'0.00',''
2156,'MOUSE GENIUS','08/11/2007','25.69','24.85','0.84',36,'0.71',1
2225,'IMPRESORA DE TICKE','17/12/2007','1.137.62','1.137.60','0.02',36,'31.60',0
2345,'MONITOR 17 PULGADA','11/02/2008','514.00','513.72','0.28',36,'14.28',0
2386,'IMP.HP DESKJET D24','10/05/2008','197.00','196.92','0.08',36,'5.47',0
2467,'UPS APC DE 750vA','16/06/2008','499.00','0.00','499.00',36,'13.86',36
2545,'MULTI.HP MOD:F-418','29/07/2008','305.00','0.00','305.00',36,'8.47',36
2566,'MOUSE GENIUS PS2 2','12/08/2008','32.00','0.00','32.00',36,'0.89',36
2936,'CALC.CASIO 12 DIG.','05/03/2009','277.00','0.00','277.00',36,'7.69',36
3062,'MOUSE NEGRO PS/2','01/07/2009','35.71','0.00','35.71',36,'0.99',36
3063,'MOUSE NEGRO PS/2','01/07/2009','35.71','0.00','35.71',36,'0.99',36
3064,'REG.VOLT.KODE 1000','01/07/2009','89.29','0.00','89.29',36,'2.48',36
3119,'CPU CELERON 1.8 GH','29/07/2009','1.650.00','0.00','1.650.00',36,'45.83',36
3120,'MONITOR LCD 17"','29/07/2009','800.00','0.00','800.00',36,'22.22',36
3121,'TECLADO','29/07/2009','1.00','0.00','1.00',36,'0.03',36
3122,'MOUSE','29/07/2009','1.00','0.00','1.00',36,'0.03',36
3123,'CORNETAS','29/07/2009','1.00','0.00','1.00',36,'0.03',36
3129,'ROUTER D-LINK DIR6','06/08/2009','875.00','0.00','875.00',36,'24.31',36
3144,'SWITCH 24PTOS RACK','18/09/2009','580.36','0.00','580.36',36,'16.12',36
3258,'CORNETAS DE COMPUT','22/12/2009','1.00','0.00','1.00',36,'0.03',36
3275,'SWITCH 16PTOS 3COM','01/02/2010','400.24','0.00','400.24',36,'11.12',36
3277,'SWITCH 24PORT DUAL','01/02/2010','773.69','0.00','773.69',36,'21.49',36
3281,'IMP.EPSON LX-300','01/02/2010','1.741.07','0.00','1.741.07',36,'48.36',36
3481,'CPU INTEL DUAL/C 2','10/05/2010','2.076.77','0.00','2.076.77',36,'57.69',36
3482,'CPU INTEL DUAL/C 2','10/05/2010','2.076.77','0.00','2.076.77',36,'57.69',36
3483,'CPU INTEL DUAL/C 2','10/05/2010','2.076.77','0.00','2.076.77',36,'57.69',36
3484,'CPU INTEL DUAL/C 2','10/05/2010','2.076.77','0.00','2.076.77',36,'57.69',36
3485,'CPU INTEL DUAL/C 2','10/05/2010','2.076.77','0.00','2.076.77',36,'57.69',36
3486,'CPU INTEL DUAL/C 2','10/05/2010','2.076.77','0.00','2.076.77',36,'57.69',36
3487,'MONITOR LCD 18.5"','10/05/2010','919.64','0.00','919.64',36,'25.55',36
3488,'MONITOR LCD 18.5"','10/05/2010','919.64','0.00','919.64',36,'25.55',36
3489,'MONITOR LCD 18.5"','10/05/2010','919.64','0.00','919.64',36,'25.55',36
3490,'MONITOR LCD 18.5"','10/05/2010','919.64','0.00','919.64',36,'25.55',36
3491,'MONITOR LCD 18.5"','10/05/2010','919.64','0.00','919.64',36,'25.55',36
3492,'MONITOR LCD 18.5"','10/05/2010','919.64','0.00','919.64',36,'25.55',36
